#FactTable
ID,D1,D2,Fact1,Fact2
6071,B,Z,63,303
6072,C,Z,99,61
6073,B,Z,20,947
6074,B,Z,74,137
6075,A,Y,33,681
6076,B,X,13,455
6077,C,Z,44,316
6078,B,X,19,214
6079,B,X,68,267
6080,A,X,47,312
6081,B,X,5,389
6082,B,Y,12,916
6083,A,Z,5,135
6084,A,Y,24,114
6085,C,X,58,877
6086,B,X,90,326
6087,B,X,46,354
6088,A,Z,27,747
6089,C,X,66,46
6090,B,Y,7,5
6091,B,X,86,746
6092,A,Y,85,516
6093,A,Y,95,74
6094,A,Y,95,899
6095,B,Z,9,362
6096,B,X,57,652
6097,C,X,12,973
6098,A,Y,62,455
6099,A,Z,37,755
6100,A,Z,63,115
6101,B,Y,3,901
6102,C,Z,80,297
6103,C,Z,74,526
6104,A,Y,73,826
6105,B,X,68,75
6106,A,X,85,459
6107,A,Y,26,459
6108,C,Z,54,525
6109,C,Z,1,326
6110,B,Y,74,465
6111,A,Z,51,556
6112,A,X,5,596
6113,B,Y,71,531
6114,A,X,75,327
6115,B,Y,11,380
6116,B,Y,33,91
6117,B,Y,40,519
6118,C,Z,4,3
6119,A,X,86,542
6120,C,Y,84,451
6121,C,Z,14,182
6122,B,Y,22,387
6123,B,X,9,275
6124,A,X,75,920
6125,B,Z,59,264
6126,A,X,43,660
6127,A,Z,30,358
6128,A,X,94,989
6129,A,X,3,710
6130,A,Y,1,245
6131,B,Z,13,636
6132,C,X,59,198
6133,A,X,13,51
6134,C,X,75,314
6135,A,Y,17,484
6136,C,Z,90,365
6137,C,Z,28,288
6138,A,X,94,644
6139,B,Y,66,786
6140,B,X,6,687
6141,B,Z,93,714
6142,B,Z,19,906
6143,C,Y,93,838
6144,A,X,67,163
6145,A,X,14,616
6146,B,Z,83,801
6147,A,Y,68,864
6148,A,X,77,874
6149,A,X,22,737
6150,C,Y,10,154
6151,A,X,94,468
6152,A,Z,88,160
6153,B,Y,34,692
6154,C,Y,73,648
6155,C,X,8,309
6156,A,Z,94,983
6157,A,Y,10,656
6158,C,Y,49,179
6159,A,Y,32,945
6160,A,X,28,549
6161,B,Y,37,859
6162,C,X,63,295
6163,B,X,50,231
6164,B,Y,76,739
6165,B,X,71,153
6166,C,Y,30,618
6167,A,Z,10,607
6168,B,Z,15,770
6169,A,Y,53,42
6170,B,X,95,760
6171,A,Z,60,505
6172,B,Z,90,217
6173,A,Z,5,348
6174,A,Z,63,172
6175,B,Z,26,657
6176,A,X,63,973
6177,B,X,82,74
6178,B,Z,20,194
6179,C,Z,44,844
6180,B,Z,17,687
6181,A,Z,97,123
6182,A,X,24,905
6183,C,Y,34,531
6184,C,Y,24,785
6185,B,Y,19,553
6186,A,Z,62,875
6187,C,X,98,243
6188,A,Y,37,858
6189,C,X,82,137
6190,A,Y,5,623
6191,A,Y,26,759
6192,C,X,85,219
6193,A,Y,57,899
6194,B,Z,73,281
6195,B,X,36,319
6196,A,X,14,588
6197,B,Z,39,233
6198,A,Z,24,711
6199,B,Z,27,318
6200,C,X,73,750
6201,A,Z,84,515
6202,A,Y,97,210
6203,B,Z,5,513
6204,C,X,34,662
6205,A,Y,88,417
6206,C,X,50,955
6207,A,X,40,237
6208,B,Y,85,541
6209,B,Z,17,333
6210,C,Y,32,188
6211,B,X,56,638
6212,C,Z,16,157
6213,B,X,5,230
6214,C,X,15,124
6215,B,Y,69,511
6216,C,Z,52,984
6217,B,Z,33,819
6218,C,Y,4,90
6219,A,Y,40,439
6220,C,Z,54,748
6221,B,Z,72,656
6222,B,X,55,205
6223,A,X,25,878
6224,B,Y,60,617
6225,A,X,51,720
6226,C,X,98,603
6227,B,Z,42,424
6228,A,Z,76,133
6229,A,X,83,179
6230,B,Z,71,898
6231,A,X,5,496
6232,A,Y,62,928
6233,C,X,88,510
6234,C,Y,88,113
6235,C,X,29,754
6236,A,Y,7,442
6237,B,X,19,640
6238,C,X,67,901
6239,B,Z,55,623
6240,C,Z,3,214
6241,A,X,42,78
6242,C,Y,96,540
6243,B,Z,65,325
6244,A,Z,93,325
6245,B,Z,43,941
6246,A,Y,10,126
6247,B,Z,46,775
6248,C,Z,84,416
6249,A,Y,48,635
6250,B,X,10,251
6251,A,Y,16,505
6252,B,X,61,261
6253,B,X,9,560
6254,A,Y,62,457
6255,C,X,5,545
6256,A,Z,13,234
6257,C,Z,49,750
6258,B,Z,31,521
6259,A,Y,63,885
6260,A,X,45,539
6261,C,X,66,959
6262,C,Y,73,397
6263,A,Z,60,461
6264,A,Y,92,440
6265,B,Z,28,806
6266,A,Z,33,971
6267,A,Y,88,264
6268,A,Y,51,852
6269,B,Y,16,24
6270,C,X,15,257
6271,A,X,83,242
6272,A,Z,82,467
6273,B,Y,97,613
6274,A,X,36,867
6275,C,Y,46,502
6276,B,X,31,386
6277,B,X,90,384
6278,A,X,12,217
6279,A,Y,72,681
6280,C,Z,66,621
6281,B,Z,83,872
6282,B,Y,51,408
6283,B,X,49,420
6284,B,X,39,801
6285,B,Y,92,703
6286,C,Y,33,725
6287,C,Y,28,41
6288,C,Y,28,862
6289,B,Z,84,345
6290,C,X,5,558
6291,B,Y,57,198
6292,C,Z,45,280
6293,A,Y,77,849
6294,A,X,40,363
6295,B,Y,4,964
6296,C,X,5,759
6297,A,Z,40,654
6298,B,Z,46,769
6299,A,Y,48,802
6300,A,Z,27,700
6301,B,Z,68,307
6302,A,X,24,14
6303,A,X,84,713
6304,B,Y,31,147
6305,B,X,62,430
6306,B,Z,7,709
6307,A,Y,44,289
6308,C,Y,97,633
6309,B,X,96,734
6310,C,Y,65,974
6311,C,Y,62,825
6312,A,Y,50,718
6313,B,Y,50,390
6314,A,Z,56,196
6315,B,X,6,857
6316,B,Z,59,954
6317,C,X,11,607
6318,A,Z,18,454
6319,C,X,58,976
6320,A,Y,67,150
6321,C,X,65,505
6322,B,Z,3,540
6323,B,Z,25,718
6324,B,Z,89,28
6325,A,Y,56,878
6326,B,Z,43,632
6327,A,X,57,605
6328,C,Y,91,845
6329,C,Y,97,48
6330,C,Z,58,678
6331,B,Y,59,773
6332,A,X,25,196
6333,B,Z,82,859
6334,B,Z,47,400
6335,B,Y,19,927
6336,A,X,16,950
6337,A,Z,68,46
6338,B,Y,70,56
6339,B,Y,75,643
6340,A,Y,98,239
6341,B,Y,3,119
6342,A,Z,33,665
6343,C,Y,90,851
6344,C,X,25,153
6345,B,Z,5,405
6346,A,Z,6,219
6347,A,Y,2,736
6348,B,Z,94,76
6349,B,Z,92,746
6350,A,X,54,903
6351,C,X,10,203
6352,B,Y,98,57
6353,A,Z,81,893
6354,C,Y,19,689
6355,B,Z,88,48
6356,C,Y,18,71
6357,C,X,81,438
6358,B,X,47,168
6359,A,Y,65,607
6360,A,Z,14,487
6361,A,Y,27,597
6362,C,Y,60,561
6363,C,Y,54,646
6364,C,X,75,34
6365,B,Y,43,795
6366,B,Z,94,733
6367,B,X,26,692
6368,C,Y,66,634
6369,B,Y,40,207
6370,B,X,71,122
6371,C,Y,30,913
6372,C,X,48,622
6373,C,X,28,212
6374,A,Y,65,332
6375,B,Z,26,526
6376,B,Y,93,58
6377,C,Z,88,438
6378,C,Z,3,806
6379,A,X,3,286
6380,B,Z,80,748
6381,C,X,28,169
6382,A,Y,71,672
6383,B,Z,98,476
6384,C,X,74,348
6385,B,Z,42,771
6386,A,Y,65,214
6387,B,X,92,767
6388,A,X,30,448
6389,C,Y,78,983
6390,A,Y,82,511
6391,C,X,27,734
6392,A,Y,65,365
6393,B,X,3,39
6394,C,Y,29,431
6395,A,Y,65,921
6396,B,Y,8,333
6397,B,Z,85,606
6398,A,Y,1,402
6399,B,Z,22,461
6400,C,Z,35,197
6401,B,Z,62,778
6402,B,Y,31,915
6403,A,Z,91,807
6404,C,X,20,986
6405,A,X,54,592
6406,C,Y,38,601
6407,C,Z,41,724
6408,B,X,82,664
6409,B,X,69,874
6410,B,Y,17,829
6411,B,Z,19,53
6412,A,X,57,275
6413,A,Y,15,839
6414,C,Y,84,329
6415,B,X,78,651
6416,C,Z,9,793
6417,A,Y,40,750
6418,B,X,11,685
6419,B,Y,38,492
6420,B,Y,88,770
6421,A,X,88,724
6422,C,Y,58,115
6423,B,X,62,179
6424,B,Y,48,295
6425,C,Y,66,156
6426,C,X,87,660
6427,C,Y,93,324
6428,B,X,94,379
6429,B,Z,10,73
6430,B,Z,81,599
6431,C,X,15,187
6432,B,Z,92,575
6433,A,X,56,525
6434,B,Z,63,705
6435,C,Z,77,785
6436,A,Y,67,793
6437,C,X,81,371
6438,B,Z,41,352
6439,A,Y,40,481
6440,B,Y,2,100
6441,C,X,48,582
6442,B,X,91,886
6443,B,X,44,55
6444,C,Z,44,123
6445,C,Y,25,198
6446,B,Y,30,318
6447,C,X,18,642
6448,B,Y,45,537
6449,B,X,51,781
6450,A,Z,38,946
6451,B,Z,84,938
6452,B,Y,60,695
6453,C,Y,55,340
6454,A,X,62,183
6455,A,X,15,416
6456,A,X,39,491
6457,B,Y,59,968
6458,A,Z,10,789
6459,A,Z,89,539
6460,C,Z,12,542
6461,C,Y,17,308
6462,B,Y,86,462
6463,B,Z,44,84
6464,B,Y,14,979
6465,C,X,23,65
6466,A,Y,25,610
6467,A,Y,12,933
6468,A,X,84,219
6469,C,Y,94,254
6470,C,Y,48,539
6471,C,X,93,255
6472,C,Z,89,486
6473,A,Z,53,140
6474,A,Y,55,124
6475,C,Z,99,137
6476,C,X,75,123
6477,A,X,31,603
6478,B,Z,51,30
6479,B,Z,68,238
6480,C,Y,42,192
6481,C,Y,74,701
6482,B,Y,51,792
6483,C,Z,55,979
6484,B,Z,92,881
6485,A,Z,5,151
6486,A,Z,2,868
6487,C,Z,95,104
6488,B,Y,92,172
6489,C,X,24,402
6490,C,Z,90,63
6491,A,Z,19,345
6492,B,X,27,661
6493,B,Y,85,919
6494,C,Z,70,586
6495,A,Z,57,811
6496,B,Y,13,854
6497,B,X,16,126
6498,C,Y,15,574
6499,A,Z,31,78
6500,B,Y,73,944
6501,A,Z,52,626
6502,C,Y,98,127
6503,C,Z,27,902
6504,B,X,77,670
6505,A,Z,48,684
6506,B,X,67,66
6507,B,X,20,476
6508,A,X,5,324
6509,C,X,60,794
6510,A,X,15,145
6511,A,Z,59,593
6512,B,Y,36,237
6513,C,Z,8,688
6514,C,Z,14,447
6515,B,Y,65,12
6516,B,Y,40,585
6517,C,Y,8,31
6518,B,Z,64,496
6519,A,X,3,175
6520,A,Y,11,789
6521,B,X,87,588
6522,A,Z,30,797
6523,B,X,47,275
6524,C,Y,9,709
6525,B,Y,36,71
6526,C,Z,57,278
6527,B,X,1,364
6528,B,Y,96,889
6529,A,Z,71,134
6530,A,Z,17,2
6531,A,Y,74,863
6532,A,Y,64,844
6533,B,Z,95,94
6534,A,Y,22,876
6535,B,Y,63,257
6536,B,Z,93,749
6537,C,X,34,403
6538,B,X,8,450
6539,A,Y,15,213
6540,C,X,55,186
6541,C,X,16,500
6542,C,Y,27,96
6543,B,Z,12,116
6544,A,X,79,551
6545,C,Y,42,92
6546,B,X,57,238
6547,B,X,81,271
6548,C,Z,25,926
6549,A,X,3,125
6550,B,Y,64,735
6551,C,X,96,258
6552,B,Z,69,572
6553,A,Y,44,135
6554,A,Z,10,334
6555,A,Y,90,38
6556,A,X,60,547
6557,B,X,34,795
6558,A,Y,28,181
6559,C,Z,11,260
6560,A,Y,95,418
6561,A,Y,62,726
6562,C,Z,27,745
6563,A,Y,33,959
6564,A,Z,82,887
6565,C,X,30,665
6566,A,X,94,41
6567,B,Y,57,895
6568,B,X,39,584
6569,A,Z,6,168
6570,B,X,34,618
6571,C,Z,33,250
6572,B,Z,75,67
6573,A,Y,42,683
6574,A,Z,43,776
6575,A,Z,51,993
6576,A,X,79,192
6577,C,Y,28,970
6578,A,Y,49,412
6579,C,Y,12,909
6580,C,X,52,898
6581,A,Z,72,146
6582,B,Y,13,670
6583,B,Y,97,723
6584,B,Z,55,642
6585,A,Z,56,827
6586,B,X,12,101
6587,C,X,60,72
6588,B,Z,91,759
6589,C,Z,6,448
6590,B,Z,43,471
6591,C,X,48,888
6592,B,X,9,956
6593,B,X,22,236
6594,C,Z,71,534
6595,B,Z,89,813
6596,B,Z,30,596
6597,B,Z,14,997
6598,A,Z,36,293
6599,A,Y,6,183
6600,B,X,78,159
6601,B,Z,38,99
6602,A,Z,31,896
6603,C,X,97,573
6604,B,Y,67,124
6605,B,Y,53,43
6606,C,Y,78,607
6607,C,Y,60,51
6608,C,X,95,190
6609,B,Y,1,329
6610,C,X,10,604
6611,C,Z,19,748
6612,A,Y,48,965
6613,C,Y,17,168
6614,B,Y,44,820
6615,B,X,42,299
6616,A,Y,80,627
6617,B,X,22,846
6618,B,Z,22,37
6619,A,Z,28,491
6620,C,Z,63,302
6621,C,Z,26,748
6622,B,X,5,713
6623,A,X,89,780
6624,C,X,9,786
6625,B,X,54,976
6626,C,Z,88,275
6627,B,Z,92,449
6628,C,Y,29,183
6629,C,X,31,181
6630,B,X,98,210
6631,C,Y,78,106
6632,B,Y,52,939
6633,A,Y,87,856
6634,C,Z,82,927
6635,A,Z,43,538
6636,B,Z,68,830
6637,C,Z,40,518
6638,C,Y,85,400
6639,C,Y,3,874
6640,A,Z,32,406
6641,C,Z,80,913
6642,C,X,10,787
6643,B,X,83,778
6644,C,Z,88,548
6645,C,X,82,42
6646,A,Y,84,851
6647,A,Y,68,580
6648,C,Z,10,579
6649,A,Z,68,144
6650,C,Y,71,657
6651,C,Z,81,139
6652,C,Z,88,805
6653,C,Y,95,113
6654,C,Y,91,196
6655,A,X,26,724
6656,B,X,45,998
6657,C,X,98,794
6658,C,Z,49,561
6659,C,X,97,667
6660,C,X,69,906
6661,A,Y,98,471
6662,C,Z,15,795
6663,B,Z,89,122
6664,B,Z,8,1
6665,C,X,46,962
6666,C,Z,2,466
6667,C,Y,81,373
6668,B,Z,99,82
6669,A,X,7,112
6670,A,Z,73,496
6671,A,Z,31,951
6672,B,Z,10,625
6673,B,X,10,448
6674,A,Z,15,447
6675,C,Y,71,55
6676,C,Y,11,8
6677,A,X,12,156
6678,A,X,55,251
6679,B,Z,99,489
6680,B,X,70,287
6681,B,X,25,100
6682,A,X,87,419
6683,A,Y,27,559
6684,C,Y,65,804
6685,B,Z,59,82
6686,C,X,36,472
6687,C,Z,3,821
6688,C,Z,52,223
6689,B,X,66,789
6690,A,Y,59,83
6691,B,X,8,965
6692,B,X,83,629
6693,B,Y,17,293
6694,C,X,89,902
6695,C,Z,54,581
6696,C,Y,85,321
6697,A,Y,2,882
6698,A,Y,48,316
6699,A,Z,11,800
6700,A,X,6,57
6701,B,Y,94,596
6702,C,Z,15,849
6703,C,X,18,617
6704,B,Y,95,785
6705,B,Z,16,910
6706,C,Z,47,424
6707,C,Z,48,373
6708,A,Y,20,496
6709,A,Y,54,252
6710,B,Z,55,772
6711,C,Y,41,485
6712,C,Y,47,26
6713,A,X,25,215
6714,A,X,50,798
6715,C,Y,81,964
6716,B,X,25,450
6717,A,X,77,799
6718,C,Z,98,599
6719,B,X,61,35
6720,C,Y,69,745
6721,C,X,21,876
6722,C,X,54,917
6723,B,Z,86,494
6724,B,Y,58,781
6725,C,Z,70,601
6726,C,X,40,3
6727,B,Z,96,684
6728,C,Y,1,475
6729,C,X,13,541
6730,B,Y,87,703
6731,A,Z,47,944
6732,B,X,90,229
6733,A,Z,88,429
6734,A,Z,88,139
6735,B,Y,93,708
6736,A,Z,29,156
6737,C,Y,40,207
6738,B,Z,9,79
6739,A,Y,18,804
6740,A,X,80,928
6741,B,X,54,172
6742,B,X,85,33
6743,C,Y,66,86
6744,A,X,16,936
6745,B,Y,61,277
6746,A,Z,9,226
6747,A,Z,61,752
6748,A,X,66,537
6749,B,Y,55,806
6750,C,X,81,775
6751,A,Z,80,38
6752,B,X,42,52
6753,A,Z,2,63
6754,C,Y,64,821
6755,A,X,15,925
6756,C,X,21,555
6757,B,Y,4,998
6758,B,Y,29,869
6759,B,Y,97,194
6760,A,Z,57,939
6761,C,X,96,669
6762,A,X,34,186
6763,C,Y,31,429
6764,B,Y,92,266
6765,A,Z,24,87
6766,B,X,50,610
6767,B,Y,62,265
6768,C,Y,70,208
6769,C,Y,32,930
6770,C,Z,4,889
6771,A,X,39,122
6772,B,X,56,27
6773,A,X,50,498
6774,C,X,79,125
6775,C,X,3,681
6776,C,Z,88,127
6777,B,Y,13,284
6778,B,Z,74,85
6779,C,X,55,485
6780,B,Z,96,856
6781,B,Z,87,848
6782,A,X,1,724
6783,A,Y,34,900
6784,C,Y,99,131
6785,C,Z,36,54
6786,B,X,65,275
6787,A,Z,45,426
6788,A,Y,94,693
6789,C,Z,45,840
6790,A,Y,17,507
6791,B,Y,67,164
6792,A,X,4,635
6793,A,Y,34,718
6794,C,Y,48,603
6795,A,X,22,555
6796,C,X,99,336
6797,C,X,30,851
6798,A,X,58,222
6799,C,Z,47,110
6800,B,X,81,835
6801,C,Y,2,356
6802,C,Y,30,896
6803,A,Z,28,30
6804,A,Y,19,911
6805,C,Y,40,50
6806,C,X,45,999
6807,C,X,85,677
6808,B,Y,11,44
6809,A,Z,65,334
6810,B,X,59,525
6811,A,Z,34,287
6812,A,Y,45,305
6813,B,Y,78,991
6814,B,Y,20,211
6815,A,Z,79,221
6816,A,Y,47,397
6817,B,X,82,381
6818,B,Y,86,973
6819,A,Z,78,685
6820,B,Y,29,774
6821,C,Y,15,844
6822,A,Y,67,890
6823,B,X,48,137
6824,C,X,31,816
6825,A,Z,51,169
6826,A,Y,63,716
6827,B,X,34,368
6828,C,Z,75,439
6829,B,X,90,850
6830,B,Z,48,540
6831,C,Y,42,390
6832,B,Y,34,697
6833,A,Z,1,915
6834,C,Y,6,316
6835,B,X,63,589
6836,B,Y,44,768
6837,B,Z,27,945
6838,A,Y,64,689
6839,A,Y,42,179
6840,C,X,28,432
6841,C,X,15,707
6842,A,X,3,784
6843,C,X,20,457
6844,A,Y,13,586
6845,A,Z,32,229
6846,B,Z,50,234
6847,C,X,39,240
6848,B,Y,95,61
6849,A,Y,55,256
6850,C,X,2,14
6851,B,Y,34,557
6852,A,Y,64,177
6853,A,Z,50,95
6854,B,Z,81,529
6855,B,Z,45,409
6856,B,Z,13,289
6857,C,X,28,283
6858,C,X,87,517
6859,B,Y,77,886
6860,B,X,14,496
6861,A,Z,72,969
6862,C,Y,36,717
6863,B,X,63,247
6864,C,Z,62,941
6865,C,Y,87,269
6866,C,Y,85,250
6867,A,X,33,541
6868,B,Y,62,6
6869,B,Z,51,380
6870,B,Z,32,269
6871,A,Z,54,594
6872,A,Z,83,937
6873,A,Z,60,498
6874,B,X,52,318
6875,C,Y,11,993
6876,A,Z,75,835
6877,C,Z,93,913
6878,A,Y,59,662
6879,A,X,34,857
6880,A,X,96,750
6881,B,Y,61,513
6882,A,Z,29,591
6883,B,Y,81,572
6884,A,Y,18,449
6885,A,Z,81,613
6886,C,Y,91,747
6887,A,X,78,630
6888,A,Y,68,712
6889,C,Y,71,631
6890,A,Y,18,412
6891,B,Y,9,946
6892,A,X,93,643
6893,B,Y,88,623
6894,A,X,40,181
6895,B,Y,27,808
6896,A,Y,92,1
6897,C,Y,35,738
6898,A,Y,32,685
6899,B,Z,63,178
6900,A,Z,95,659
6901,A,Z,42,540
6902,A,Y,96,165
6903,B,Z,87,515
6904,B,Y,62,75
6905,A,Z,12,451
6906,A,X,84,914
6907,A,X,52,102
6908,C,Y,31,676
6909,C,X,24,269
6910,A,X,4,500
6911,A,X,60,96
6912,A,Z,84,416
6913,A,X,98,565
6914,C,Y,60,718
6915,B,X,6,334
6916,B,X,44,615
6917,B,Y,27,280
6918,A,Y,46,337
6919,C,Z,22,990
6920,B,Z,59,777
6921,C,X,66,727
6922,A,Z,68,341
6923,A,Z,44,778
6924,B,Z,82,970
6925,A,Y,78,772
6926,B,X,49,360
6927,C,X,99,32
6928,A,Z,71,859
6929,B,Y,81,929
6930,B,Y,79,648
6931,A,Y,45,810
6932,C,Y,61,645
6933,C,X,96,878
6934,C,Z,38,115
6935,A,Y,90,399
6936,A,X,95,784
6937,C,Z,98,718
6938,A,Y,63,64
6939,C,Z,19,183
6940,B,Z,65,665
6941,B,Z,44,658
6942,C,X,87,365
6943,A,Z,37,646
6944,C,X,67,757
6945,A,Y,82,958
6946,B,Y,51,634
6947,B,Y,76,126
6948,A,Z,2,295
6949,C,Z,11,806
6950,A,Y,73,339
6951,C,X,48,429
6952,C,X,98,477
6953,B,X,52,319
6954,C,Z,36,370
6955,B,Y,98,964
6956,B,Z,78,237
6957,A,X,72,935
6958,B,X,43,997
6959,B,Y,47,300
6960,B,Y,32,260
6961,C,X,43,519
6962,A,X,57,112
6963,C,X,85,690
6964,B,X,90,13
6965,C,Z,97,22
6966,B,X,1,401
6967,A,X,66,365
6968,B,Z,47,698
6969,B,Y,68,883
6970,B,X,67,522
6971,C,Z,76,678
6972,B,Z,47,390
6973,B,X,90,74
6974,B,Z,25,246
6975,B,Y,63,840
6976,B,Y,71,370
6977,B,Y,52,489
6978,C,Z,94,579
6979,A,X,87,227
6980,A,X,39,679
6981,A,Y,14,638
6982,A,X,41,700
6983,C,X,92,889
6984,B,Z,44,277
6985,B,X,18,46
6986,C,Y,55,784
6987,A,X,73,786
6988,C,X,16,811
6989,C,Z,73,245
6990,A,X,67,705
6991,C,Z,25,741
6992,B,X,79,6
6993,C,Z,80,987
6994,A,X,43,139
6995,A,X,79,93
6996,A,Z,12,655
6997,C,Y,49,554
6998,A,Y,63,884
6999,B,X,43,752
7000,A,Z,94,843
7001,B,Z,92,20
7002,C,Y,93,799
7003,A,Y,90,484
7004,A,Z,5,897
7005,B,Z,42,490
7006,C,X,81,697
7007,B,X,49,409
7008,C,Z,75,198
7009,B,Y,77,657
7010,B,Y,77,317
7011,A,X,57,891
7012,B,Y,9,245
7013,C,Z,89,212
7014,B,X,56,493
7015,C,X,59,109
7016,B,Z,94,675
7017,A,X,45,562
7018,B,Z,61,708
7019,C,Z,63,304
7020,C,Y,51,47
7021,A,Y,87,956
7022,C,X,93,431
7023,A,Z,92,987
7024,B,X,52,963
7025,C,Z,81,275
7026,A,X,2,20
7027,B,X,25,230
7028,B,X,54,232
7029,A,Y,25,954
7030,A,Z,68,201
7031,B,Y,56,441
7032,B,Y,44,619
7033,A,X,96,857
7034,A,Y,32,61
7035,B,X,39,873
7036,B,Z,83,239
7037,C,Y,78,388
7038,C,Y,95,988
7039,A,X,69,658
7040,A,X,10,666
7041,B,Y,94,912
7042,B,X,27,780
7043,A,X,36,229
7044,A,Z,32,204
7045,A,Y,77,206
7046,A,Z,18,829
7047,B,X,73,470
7048,C,Z,93,424
7049,C,Y,16,74
7050,A,Y,93,229
7051,A,Y,41,878
7052,C,X,53,115
7053,B,X,99,812
7054,B,X,64,50
7055,A,Z,21,168
7056,A,Y,83,641
7057,C,Z,48,288
7058,A,Y,1,792
7059,C,X,84,622
7060,B,Y,13,907
7061,A,X,22,672
7062,C,Y,22,337
7063,A,Y,51,128
7064,A,Z,59,365
7065,C,X,72,883
7066,A,Z,23,334
7067,C,Z,10,891
7068,A,X,65,220
7069,A,X,82,423
7070,A,Z,6,291
7071,C,Y,77,396
7072,A,X,49,326
7073,B,X,2,39
7074,C,Y,62,249
7075,B,Z,8,454
7076,B,Z,93,881
7077,C,Z,58,505
7078,C,Z,81,662
7079,B,Y,30,546
7080,C,Z,99,694
7081,B,Z,66,289
7082,A,Z,37,690
7083,C,Y,17,683
7084,C,Y,45,570
7085,B,Z,93,866
7086,B,Z,3,143
7087,B,X,1,553
7088,B,Z,20,891
7089,B,X,24,153
7090,A,X,19,527
7091,C,Y,5,14
7092,A,Z,4,117
7093,A,Y,5,979
7094,B,Y,91,82
7095,B,X,80,870
7096,C,Y,7,713
7097,B,Y,91,27
7098,A,X,2,83
7099,C,Z,61,509
7100,A,Y,71,118
7101,A,Y,33,283
7102,A,X,46,680
7103,A,X,86,959
7104,A,X,70,289
7105,A,Y,14,102
7106,A,Y,27,726
7107,A,X,27,776
7108,C,Z,23,744
7109,A,X,78,359
7110,B,Z,53,274
7111,C,Z,23,600
7112,B,Z,17,54
7113,A,X,25,764
7114,C,Y,13,916
7115,C,Y,78,677
7116,B,Y,44,457
7117,C,Y,89,586
7118,B,Z,40,562
7119,C,Z,37,894
7120,C,Z,70,930
7121,A,Z,69,172
7122,A,Z,19,646
7123,A,Z,36,18
7124,A,X,2,188
7125,B,X,35,592
7126,C,Z,69,993
7127,C,Y,89,568
7128,A,X,68,267
7129,C,Z,52,459
7130,A,X,90,943
7131,A,X,74,166
7132,C,X,22,615
7133,A,Z,18,977
7134,B,Y,16,5
7135,A,Y,32,422
7136,A,X,23,682
7137,B,X,22,311
7138,A,Y,65,170
7139,A,Y,89,79
7140,A,Z,20,154
7141,B,Z,2,294
7142,A,Y,47,691
7143,A,X,55,629
7144,C,Z,44,893
7145,B,Z,30,871
7146,B,Z,58,49
7147,B,Y,23,796
7148,A,Y,29,858
7149,B,Y,85,757
7150,B,Z,84,580
7151,A,X,50,560
7152,C,Z,51,180
7153,B,X,10,153
7154,B,Z,35,273
7155,B,X,83,26
7156,B,Y,37,109
7157,A,Y,42,610
7158,B,X,76,181
7159,A,X,54,164
7160,A,X,88,788
7161,C,X,80,643
7162,B,X,79,634
7163,B,Z,16,717
7164,B,X,87,883
7165,C,Z,6,959
7166,B,Z,40,674
7167,A,Y,34,953
7168,B,Y,38,525
7169,C,Y,26,841
7170,B,Z,75,60
7171,C,Y,87,727
7172,B,Y,29,574
7173,C,X,27,368
7174,B,Y,21,241
7175,B,Y,8,970
7176,C,Z,97,681
7177,B,Y,3,797
7178,C,Y,46,124
7179,B,Z,79,858
7180,A,Y,9,415
7181,C,Z,42,505
7182,C,Z,15,807
7183,B,X,5,896
7184,A,X,35,503
7185,C,Z,72,580
7186,A,X,18,843
7187,C,Z,7,266
7188,B,Y,21,64
7189,A,X,72,126
7190,A,Z,17,761
7191,C,X,85,30
7192,A,Y,75,624
7193,B,Z,30,389
7194,A,Y,91,163
7195,A,Z,90,446
7196,B,Y,42,111
7197,A,X,93,104
7198,A,Y,78,296
7199,B,X,85,291
7200,B,X,90,9
7201,A,Z,23,600
7202,B,X,17,684
7203,A,X,6,603
7204,C,Y,99,558
7205,C,Y,94,188
7206,A,X,27,643
7207,A,Y,37,296
7208,A,Y,40,415
7209,B,Z,13,66
7210,A,X,39,534
7211,B,Z,69,75
7212,B,Y,48,172
7213,A,Z,95,520
7214,C,Z,20,41
7215,A,X,56,738
7216,C,X,79,578
7217,B,Z,70,106
7218,C,Z,83,971
7219,A,X,63,128
7220,C,Z,14,931
7221,C,X,59,27
7222,A,X,31,331
7223,C,X,99,410
7224,A,Z,18,409
7225,A,Z,30,599
7226,C,X,73,431
7227,C,Z,34,511
7228,C,X,63,908
7229,C,X,65,666
7230,C,Z,67,285
7231,A,Z,38,994
7232,C,X,71,205
7233,A,Y,97,574
7234,C,Y,5,165
7235,C,X,11,54
7236,C,X,49,818
7237,C,Z,69,432
7238,B,X,20,511
7239,B,Z,96,311
7240,C,Y,88,249
7241,B,Y,55,226
7242,B,X,76,469
7243,A,X,50,920
7244,B,Z,67,675
7245,A,Y,77,711
7246,C,Z,25,828
7247,C,Y,66,926
7248,C,Z,71,167
7249,B,X,14,666
7250,C,Y,98,912
7251,A,X,62,203
7252,B,X,39,648
7253,B,X,71,501
7254,A,X,47,196
7255,B,X,2,491
7256,B,Y,69,581
7257,A,Y,90,824
7258,C,Y,95,801
7259,B,X,33,990
7260,A,Z,58,869
7261,B,Z,2,247
7262,A,X,92,51
7263,B,Y,61,251
7264,C,X,30,261
7265,A,Z,30,682
7266,C,Y,15,874
7267,A,X,97,780
7268,B,X,62,525
